Player_Age,Player_Weight,Player_Height,Previous_Injuries,Training_Intensity,Recovery_Time,Likelihood_of_Injury
34,84.29482507,182.3000952,yes,0.492535381,3_Days,yes
22,57.37133071,201.052024,no,0.442107035,1_Day,no
34,86.44135203,168.8694557,no,0.334401179,4_Days,no
34,61.80652111,192.2180055,no,0.394572315,1_Day,no
34,72.73754781,197.4958131,no,0.529940587,4_Days,no
19,85.64568678,169.8558112,yes,0.161367358,1_Day,no
19,76.19605669,187.8287024,no,0.571995878,3_Days,no
39,83.16698518,170.3450201,yes,0.805432329,3_Days,yes
22,81.1866196,180.3016157,no,0.76016093,1_Day,yes
18,87.86268613,177.4341207,no,0.153899905,2_Days,yes
18,85.62209851,155.9724607,no,0.14924947,3_Days,no
36,70.46255691,184.2423426,no,0.268174368,4_Days,yes
19,81.32941634,181.4333917,no,0.361074726,4_Days,no
38,59.73448138,194.7907897,no,0.408455581,5_Days,no
29,74.42095093,186.1114365,yes,0.679697217,6_Days,yes
23,83.18484735,202.9088392,no,0.056680432,6_Days,no
21,76.33847654,181.0704238,no,0.034672704,6_Days,no
28,79.46639732,178.9446995,no,0.391910563,4_Days,no
34,72.86727624,178.1564335,no,0.697163692,5_Days,no
23,86.29069438,175.6041129,yes,0.193435343,6_Days,no
22,74.19584226,157.9224908,no,0.641504481,6_Days,no
37,70.34549818,177.7980537,no,0.259828138,1_Day,yes
19,83.86517413,159.3214527,no,0.886086109,1_Day,no
23,60.94840078,184.5203334,no,0.895689944,1_Day,no
39,80.01033344,167.5993971,yes,0.297287204,2_Days,no
28,64.57515126,171.0566738,no,0.229993754,6_Days,no
33,87.77926829,173.3058981,yes,0.411303972,2_Days,yes
33,72.38972747,177.9506496,no,0.240531585,5_Days,yes
18,76.34984721,180.0686825,yes,0.672383843,4_Days,no
26,79.12570397,190.8447958,yes,0.826064685,6_Days,no
23,55.70315404,174.2246991,no,0.673092131,4_Days,no
33,68.49415158,184.8014614,no,0.824350447,1_Day,yes
20,85.43545909,207.3086723,yes,0.396992162,6_Days,yes
37,83.67765024,183.773507,yes,0.156316971,3_Days,yes
21,77.83032205,178.1951021,no,0.737950947,2_Days,yes
36,61.50536429,172.2084835,yes,0.360474505,2_Days,no
20,80.85503461,178.0566845,yes,0.671270825,6_Days,yes
36,82.1339959,171.1377966,yes,0.270643942,1_Day,yes
37,75.47017213,182.6866143,no,0.081229635,2_Days,no
24,87.23170951,181.0354414,yes,0.992581795,1_Day,no
37,68.1656821,158.3778078,yes,0.156201508,5_Days,yes
26,69.90142423,179.8144199,yes,0.988420994,4_Days,yes
18,50.15388421,190.7614631,no,0.977279933,3_Days,yes
25,84.1982751,176.0088815,no,0.793818104,4_Days,yes
24,78.13861963,173.4710323,yes,0.659422962,4_Days,no
35,58.18179675,166.2229923,no,0.57780705,5_Days,no
25,57.41401,161.4200796,yes,0.866101545,2_Days,yes
18,66.27369373,188.3134927,no,0.289439522,3_Days,yes
28,82.93657942,178.1852167,no,0.467681212,2_Days,yes
35,71.99639512,187.7202156,yes,0.619389969,6_Days,yes
27,66.95213083,195.3132374,no,0.411190476,4_Days,yes
20,64.93884107,189.2124768,no,0.427486454,6_Days,no
24,64.49088042,174.5762768,no,0.330284668,1_Day,no
33,55.66321699,181.4486766,yes,0.564231817,4_Days,no
33,62.92604168,173.8522713,no,0.850574528,2_Days,yes
37,64.2942192,172.9171154,no,0.201528378,4_Days,yes
34,81.82623236,183.4281516,yes,0.934433039,1_Day,no
19,73.34276947,171.6770612,no,0.689087654,5_Days,no
18,66.74415157,157.9084838,no,0.823273213,6_Days,yes
33,98.09722755,171.118521,no,0.556190693,6_Days,no
29,68.36103086,176.9311885,no,0.779516701,2_Days,yes
22,86.67102914,195.213985,no,0.016200397,4_Days,yes
22,91.21108558,175.0906255,yes,0.818380425,2_Days,no
26,59.30039662,185.1192409,yes,0.040138859,5_Days,no
26,75.73962964,178.3169177,no,0.889913376,4_Days,no
20,69.82466349,192.2640514,no,0.991962747,4_Days,yes
36,69.01075603,191.5709639,no,0.294067462,2_Days,yes
33,80.55376817,191.7617511,yes,0.210318556,2_Days,no
33,68.77129504,162.6601647,yes,0.765363364,1_Day,yes
20,70.04030954,182.0672405,no,0.253026341,5_Days,yes
37,73.31885104,187.589386,no,0.865562383,1_Day,yes
39,71.26600732,183.8153856,yes,0.102842592,6_Days,no
18,63.26429793,186.3659633,no,0.125955196,4_Days,yes
37,82.95906505,180.58351,yes,0.979151555,2_Days,no
28,85.48530939,172.5521579,yes,0.673838898,4_Days,no
34,78.4361859,163.0290262,no,0.846887224,4_Days,yes
25,71.23447349,173.5443057,yes,0.324329377,3_Days,no
21,67.94789264,206.7810987,no,0.67648375,6_Days,yes
23,67.96379937,175.1434882,no,0.594241827,3_Days,no
25,98.57376365,160.4060977,no,0.60315012,4_Days,no
37,84.37838302,187.3264936,no,0.68253246,2_Days,yes
20,66.59889921,188.5546001,no,0.575359173,4_Days,no
33,76.64697827,192.8732439,no,0.429062369,6_Days,no
20,71.37464975,184.709785,yes,0.275922694,3_Days,no
35,80.83800376,188.4560151,yes,0.768581331,2_Days,yes
31,80.43499103,198.4021713,yes,0.22627243,4_Days,yes
35,85.83609654,172.5452651,yes,0.692354306,5_Days,no
19,66.49443541,170.5614929,no,0.233332823,6_Days,no
39,76.04735299,169.0541346,yes,0.62533017,6_Days,no
20,57.51453015,177.3423041,yes,0.747078267,5_Days,yes
33,62.426597,194.3342242,yes,0.218713889,4_Days,yes
26,83.84100837,185.2806837,no,0.059943301,6_Days,no
21,65.49316209,184.8869195,yes,0.130973743,2_Days,yes
18,66.59091202,161.8069207,no,0.605996967,4_Days,yes
21,74.91721925,173.0681317,yes,0.849446406,4_Days,yes
18,81.94761031,161.6434237,no,0.044996821,3_Days,yes
31,64.39173204,191.7124579,no,0.734151259,6_Days,no
38,40.19191171,195.8564649,yes,0.341318646,6_Days,yes
33,66.29776758,187.7956673,no,0.47852837,5_Days,yes
37,87.05628078,170.1321395,no,0.92885955,3_Days,no
25,78.43135051,194.8202249,yes,0.331971505,3_Days,no
24,88.23874804,177.4674509,yes,0.465336934,6_Days,yes
20,63.68183858,167.8554072,yes,0.013682415,4_Days,yes
34,58.60603732,170.3559575,no,0.08159872,3_Days,no
18,79.62548553,175.6984336,no,0.258591591,5_Days,no
33,77.40022738,180.4957852,no,0.027852241,3_Days,no
29,78.0555432,178.3865579,yes,0.631375326,5_Days,yes
36,84.32996643,165.8733158,no,0.426398357,3_Days,yes
39,79.21684924,192.1331641,no,0.548145203,5_Days,no
39,79.05617593,178.4939408,no,0.174647186,3_Days,yes
31,82.15007014,172.8624614,no,0.295932029,3_Days,no
23,80.02416632,191.1030236,no,0.663824475,2_Days,yes
23,83.57445932,168.1659381,no,0.965302724,5_Days,no
30,85.08520825,163.7110982,no,0.050416774,5_Days,no
36,90.31688801,192.7248745,yes,0.890384321,5_Days,yes
39,68.50808675,198.9138785,yes,0.576881201,1_Day,yes
25,79.80562107,175.3790398,yes,0.563919567,3_Days,yes
19,71.29676631,179.5402999,no,0.500278535,5_Days,yes
38,66.66441013,168.5333529,no,0.069394086,6_Days,yes
18,68.10459679,180.0549255,yes,0.089876852,1_Day,yes
32,79.94955518,175.2429474,no,0.600912006,2_Days,no
18,79.18252555,178.9787156,yes,0.340958571,5_Days,yes
22,79.00412029,184.0925839,no,0.917268067,5_Days,no
33,72.74286352,169.0185452,no,0.406590537,1_Day,no
36,75.03414751,176.3818866,yes,0.143281459,3_Days,yes
21,83.17752696,161.9621858,yes,0.714718834,6_Days,no
20,60.1060694,176.4501272,yes,0.293353421,2_Days,no
34,75.24642098,179.0656593,yes,0.525470307,5_Days,yes
34,75.89956148,182.2898243,yes,0.697832786,3_Days,yes
29,82.53304269,182.3957654,no,0.900264111,6_Days,yes
31,61.49751588,189.0392275,no,0.792191195,6_Days,no
38,89.95133746,164.6033348,no,0.676361068,2_Days,yes
23,77.13630424,165.1372297,yes,0.679633182,4_Days,yes
20,77.66580547,185.2895794,yes,0.945924644,6_Days,yes
26,70.98620243,159.6103872,yes,0.295824097,4_Days,yes
22,80.38022355,181.8330021,yes,0.001112094,6_Days,no
34,75.4795405,168.1970706,yes,0.271954559,2_Days,yes
31,87.08981944,195.7281464,yes,0.21789138,1_Day,no
38,60.58505752,182.5045241,no,0.661834585,2_Days,yes
20,76.7554583,177.8084398,no,0.6337116,2_Days,no
18,79.08512348,192.2772088,no,0.593461383,1_Day,no
37,73.13627606,169.3659799,no,0.016243443,1_Day,no
38,70.95334177,171.2659037,no,0.728778054,3_Days,yes
18,71.37042721,167.3854517,yes,0.323530412,6_Days,no
20,76.74639269,171.3496077,yes,0.665055989,3_Days,yes
35,56.90041099,180.6111561,yes,0.556578429,1_Day,yes
27,84.65014961,184.9395187,yes,0.342730925,4_Days,yes
39,70.19868132,189.6142169,yes,0.134576267,4_Days,yes
20,76.27802697,161.7527595,yes,0.094418898,2_Days,yes
25,78.67102267,178.2813701,no,0.831518333,5_Days,no
31,69.74194613,168.9183547,yes,0.918397542,2_Days,yes
35,73.68961593,177.9471291,yes,0.649788047,2_Days,no
32,54.64759759,203.3416358,yes,0.103434115,5_Days,no
39,82.32123607,182.9186176,yes,0.402027217,6_Days,no
19,85.80069,188.9946497,no,0.7289392,1_Day,no
27,57.99006448,199.6069127,no,0.779820884,4_Days,no
19,70.93507123,191.2735824,yes,0.118218622,2_Days,no
34,62.70130622,175.5208552,no,3.07E-05,5_Days,no
25,73.22259679,167.2416791,no,0.712137046,3_Days,yes
18,81.48636335,179.6985573,yes,0.356596176,2_Days,no
26,84.87308899,174.3229422,yes,0.254481332,4_Days,yes
28,86.21853189,164.7547871,yes,0.01289747,1_Day,no
39,88.10543825,182.40925,yes,0.540299407,2_Days,no
33,72.77587222,182.658863,yes,0.851150735,2_Days,no
24,63.53041371,197.691167,no,0.957631646,6_Days,no
27,73.854097,176.3823693,yes,0.565744951,5_Days,yes
20,81.33267502,182.8012139,yes,0.514461328,3_Days,yes
35,62.72740219,173.3451459,yes,0.085056385,3_Days,yes
30,91.60136953,188.7316943,no,0.548872802,1_Day,no
24,83.97888539,178.753822,yes,0.379979079,4_Days,no
21,72.93432832,168.2740839,yes,0.607135281,1_Day,no
30,67.8912807,179.8652818,yes,0.388726348,2_Days,yes
37,68.30878919,183.905229,no,0.240299123,2_Days,no
18,75.74206214,182.5527339,yes,0.094965275,3_Days,yes
25,72.70597397,190.4589672,yes,0.314918445,4_Days,yes
31,84.50502755,165.5194363,yes,0.096644834,5_Days,no
33,71.57024172,171.5725741,no,0.176896951,4_Days,no
31,80.05501811,186.3978733,yes,0.987336159,2_Days,yes
29,74.71075116,172.7473102,yes,0.444103557,5_Days,yes
36,77.69669357,182.4047125,yes,0.531871767,4_Days,yes
32,72.69943564,155.8025475,no,0.873618529,4_Days,no
19,82.07715541,207.1594657,yes,0.9955689,5_Days,no
19,82.2254008,177.3028147,yes,0.582714449,2_Days,no
39,79.59929026,191.9395626,yes,0.812473821,4_Days,no
36,81.07514327,176.6310217,no,0.326941024,5_Days,no
39,65.55631222,184.1469853,no,0.305743957,6_Days,no
39,78.23245763,194.9191965,yes,0.402703721,6_Days,yes
34,87.49201767,191.6580602,no,0.672507263,2_Days,yes
37,79.91404567,177.9554502,no,0.682191689,5_Days,yes
27,64.69282497,178.6474567,no,0.315239435,6_Days,no
23,74.5023349,190.0356656,yes,0.133209924,5_Days,yes
32,78.74977938,203.332444,yes,0.632396256,4_Days,no
39,67.42600483,181.9228267,no,0.128325862,2_Days,no
28,61.41728803,199.5706364,no,0.578492508,6_Days,yes
22,71.83902132,177.5858559,no,0.693422128,4_Days,no
18,67.59167592,189.5196036,yes,0.700611496,1_Day,yes
25,74.85710969,191.0115576,yes,0.753472111,1_Day,yes
38,59.08595353,175.900395,no,0.872859422,2_Days,no
29,80.64701063,172.5292192,no,0.499958992,6_Days,yes
29,68.65394965,191.4538919,no,0.73024919,6_Days,yes
22,84.95752237,174.6844306,no,0.619172735,6_Days,yes
24,72.2310116,171.0565009,yes,0.18663994,5_Days,yes
21,74.74610954,173.160405,no,0.025689645,4_Days,no
23,73.26965121,174.6438666,yes,0.284541386,6_Days,yes
30,68.1184031,188.566171,no,0.443033706,4_Days,yes
37,99.72279462,185.1504267,no,0.617105944,2_Days,yes
32,70.04133822,187.1565824,no,0.849959331,6_Days,no
20,85.23521522,184.2137981,no,0.196245717,2_Days,yes
25,64.06371054,174.0615984,no,0.12554979,6_Days,no
37,78.72131391,186.9710286,yes,0.963479947,1_Day,yes
33,79.78872164,191.8245383,no,0.108044559,3_Days,yes
30,74.75823023,185.8450322,no,0.47849107,2_Days,yes
35,69.2899528,184.4965591,no,0.585563729,6_Days,no
27,72.36678097,172.3294549,yes,0.541374421,3_Days,no
36,70.96710498,182.1181708,yes,0.086032157,2_Days,no
34,99.02026282,171.7975867,yes,0.057026914,5_Days,no
36,74.77396911,179.7597214,yes,0.105483427,6_Days,no
22,80.24888779,163.5973336,no,0.585587684,5_Days,no
38,92.8162509,163.674416,no,0.544344888,1_Day,yes
26,66.23681332,178.0895231,no,0.233740792,6_Days,no
29,75.37660233,174.5156033,yes,0.637774142,1_Day,yes
38,72.30813868,181.0678719,no,0.820067502,3_Days,no
18,74.13861555,178.6523142,no,0.04157896,2_Days,no
18,73.20988033,180.3019079,yes,0.498129944,4_Days,no
32,67.68122914,186.0860744,yes,0.689310412,1_Day,yes
19,76.95410285,175.3673104,yes,0.252311927,4_Days,no
39,64.37367223,177.8055619,no,0.307770905,4_Days,no
33,84.88882737,194.5502122,no,0.613637903,2_Days,yes
25,81.23309807,180.0308413,yes,0.897935293,3_Days,yes
30,70.06537184,178.2078953,no,0.80992442,2_Days,yes
38,70.55016679,180.825127,yes,0.583130219,6_Days,yes
18,77.75510562,178.3863563,yes,0.730221718,1_Day,no
33,67.01454684,172.9042771,no,0.36482247,4_Days,yes
24,93.11980124,170.0197016,yes,0.640965528,2_Days,no
22,78.57925729,172.3656866,yes,0.466181591,2_Days,no
39,78.93263151,188.7291919,yes,0.189936136,2_Days,yes
20,81.8144508,173.7009475,no,0.701738274,1_Day,no
29,69.20536726,178.450754,yes,0.556464637,3_Days,yes
33,85.89009982,187.0073629,yes,0.358621582,2_Days,no
36,76.14533366,177.2160883,yes,0.91133919,1_Day,yes
22,84.50145471,186.3336131,yes,0.020934118,4_Days,yes
39,73.02046873,164.5920696,yes,0.315773151,6_Days,yes
31,88.17278227,178.6748332,yes,0.056881398,5_Days,yes
22,79.01343627,180.788961,yes,0.766527316,1_Day,yes
32,96.82507024,180.2313872,no,0.702107454,5_Days,yes
34,71.30478383,163.470813,no,0.331352219,2_Days,no
31,77.04549396,192.0311265,yes,0.675662902,2_Days,no
37,64.68423753,171.4532706,no,0.395937226,1_Day,no
22,69.70701762,183.3503713,no,0.756253791,5_Days,yes
29,81.18686548,180.0796428,yes,0.454183663,2_Days,no
33,86.29324438,190.0370952,no,0.412279728,4_Days,yes
33,104.6501035,201.8748883,yes,0.934729915,3_Days,no
38,74.03371093,167.0963552,yes,0.2508791,3_Days,no
24,65.66786592,173.5108612,yes,0.12044734,2_Days,yes
21,82.5332576,181.8909249,yes,0.584543113,5_Days,no
18,63.72172779,168.9464668,yes,0.969321812,6_Days,no
22,80.64277388,187.8218261,no,0.377839214,2_Days,no
27,69.97744284,188.4337262,yes,0.062036764,6_Days,yes
39,77.1159497,185.5944908,no,0.339305267,6_Days,no
22,85.91046102,182.3658175,yes,0.505931654,5_Days,yes
21,73.89266571,193.6970878,yes,0.161923007,6_Days,no
19,84.32879084,168.4437452,yes,0.658102218,4_Days,no
37,83.73158549,180.652682,no,0.997749389,5_Days,no
27,56.35668472,172.6119713,yes,0.451739476,2_Days,no
36,65.98399254,188.8991633,yes,0.354728557,4_Days,yes
18,59.38193139,161.6665884,yes,0.400704167,1_Day,no
22,95.01737103,179.7191613,yes,0.115146178,3_Days,yes
30,73.94608075,183.3523869,no,0.883273601,2_Days,yes
21,92.80829213,170.5250787,yes,0.414825656,2_Days,no
33,58.67047719,173.7380997,no,0.387274411,2_Days,no
33,69.27231575,180.1537898,yes,0.659690273,4_Days,yes
19,83.00498242,189.5509638,no,0.442033421,1_Day,yes
34,76.79274604,169.6713077,no,0.648233469,5_Days,no
37,80.32859893,171.4155006,yes,0.06144629,1_Day,no
29,62.46191766,191.2558777,yes,0.813723344,4_Days,no
35,88.76803493,177.270246,no,0.940503953,2_Days,no
20,82.77016096,172.2246096,yes,0.648765386,3_Days,no
18,79.01625505,187.286848,yes,0.954565929,2_Days,yes
18,68.14389719,175.11803,yes,0.151432314,5_Days,no
36,78.23800128,190.2742154,no,0.477416189,6_Days,no
28,72.08510021,173.3627962,yes,0.601806734,3_Days,yes
